Date,GeoID,GeoName,NAICS,NAICS Description,Prices,Value
2013,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,25255900000.0
2013,48,Alberta,23,Construction,Chained (2017) dollars,42033300000.0
2013,48,Alberta,22,Utilities,Chained (2017) dollars,4125700000.0
2013,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,48296900000.0
2013,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,6457500000.0
2013,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8095800000.0
2013,48,Alberta,61,Educational services,Chained (2017) dollars,12149800000.0
2013,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,18039900000.0
2013,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,1528500000.0
2013,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7107200000.0
2013,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6576800000.0
2013,48,Alberta,91,Public administration,Chained (2017) dollars,15877100000.0
2013,48,Alberta,T001,All industries,Chained (2017) dollars,310990000000.0
2014,48,Alberta,91,Public administration,Chained (2017) dollars,16203700000.0
2014,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6767900000.0
2014,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7574100000.0
2014,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,1688200000.0
2014,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,18647100000.0
2014,48,Alberta,61,Educational services,Chained (2017) dollars,12421500000.0
2014,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8587500000.0
2014,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,2259600000.0
2014,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,20449600000.0
2014,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,34525600000.0
2014,48,Alberta,52,Finance and insurance,Chained (2017) dollars,12571000000.0
2014,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,6896400000.0
2014,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,15317500000.0
2014,48,Alberta,44-45,Retail trade,Chained (2017) dollars,14627200000.0
2014,48,Alberta,41,Wholesale trade,Chained (2017) dollars,16793100000.0
2014,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,25989800000.0
2014,48,Alberta,23,Construction,Chained (2017) dollars,43635200000.0
2014,48,Alberta,22,Utilities,Chained (2017) dollars,4368800000.0
2014,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,53717600000.0
2014,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,5876700000.0
2014,48,Alberta,T001,All industries,Chained (2017) dollars,329203400000.0
2015,48,Alberta,T001,All industries,Chained (2017) dollars,317733100000.0
2015,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,5658100000.0
2015,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,52302500000.0
2015,48,Alberta,22,Utilities,Chained (2017) dollars,4182600000.0
2015,48,Alberta,23,Construction,Chained (2017) dollars,36811900000.0
2015,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,24929700000.0
2015,48,Alberta,41,Wholesale trade,Chained (2017) dollars,14797100000.0
2015,48,Alberta,44-45,Retail trade,Chained (2017) dollars,13845200000.0
2015,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,15255600000.0
2015,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,6908200000.0
2015,48,Alberta,52,Finance and insurance,Chained (2017) dollars,13074300000.0
2015,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,35378800000.0
2015,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,18609500000.0
2015,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,2301200000.0
2015,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8907400000.0
2015,48,Alberta,61,Educational services,Chained (2017) dollars,12687000000.0
2015,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,19158900000.0
2015,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,1813400000.0
2015,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7344600000.0
2015,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6701100000.0
2015,48,Alberta,91,Public administration,Chained (2017) dollars,16325800000.0
2016,48,Alberta,44-45,Retail trade,Chained (2017) dollars,13696900000.0
2016,48,Alberta,41,Wholesale trade,Chained (2017) dollars,13768000000.0
2016,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,24007800000.0
2016,48,Alberta,23,Construction,Chained (2017) dollars,29754900000.0
2016,48,Alberta,22,Utilities,Chained (2017) dollars,4058800000.0
2016,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,50229100000.0
2016,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,6492200000.0
2016,48,Alberta,T001,All industries,Chained (2017) dollars,306174000000.0
2016,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,15303100000.0
2016,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7112000000.0
2016,48,Alberta,52,Finance and insurance,Chained (2017) dollars,13287600000.0
2016,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,35679400000.0
2016,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,16791500000.0
2016,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,1921700000.0
2016,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8681800000.0
2016,48,Alberta,61,Educational services,Chained (2017) dollars,12670000000.0
2016,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,19772400000.0
2016,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,1840700000.0
2016,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7326800000.0
2016,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6324600000.0
2016,48,Alberta,91,Public administration,Chained (2017) dollars,16910900000.0
2017,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7101200000.0
2017,48,Alberta,52,Finance and insurance,Chained (2017) dollars,13855100000.0
2017,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,36949500000.0
2017,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,17093200000.0
2017,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,1445900000.0
2017,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8324400000.0
2017,48,Alberta,91,Public administration,Chained (2017) dollars,17153600000.0
2017,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6703900000.0
2017,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7361000000.0
2017,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,2051700000.0
2017,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,20050200000.0
2017,48,Alberta,61,Educational services,Chained (2017) dollars,12840800000.0
2017,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,16304200000.0
2017,48,Alberta,44-45,Retail trade,Chained (2017) dollars,13944600000.0
2017,48,Alberta,T001,All industries,Chained (2017) dollars,319212000000.0
2017,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,6637700000.0
2017,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,56856300000.0
2017,48,Alberta,22,Utilities,Chained (2017) dollars,4491400000.0
2017,48,Alberta,23,Construction,Chained (2017) dollars,30336900000.0
2017,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,25225400000.0
2017,48,Alberta,41,Wholesale trade,Chained (2017) dollars,14485100000.0
2018,48,Alberta,91,Public administration,Chained (2017) dollars,17491000000.0
2018,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6741500000.0
2018,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7324100000.0
2018,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,2001700000.0
2018,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,20713300000.0
2018,48,Alberta,61,Educational services,Chained (2017) dollars,13296000000.0
2018,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8474900000.0
2018,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,1073300000.0
2018,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,16515800000.0
2018,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,38032000000.0
2018,48,Alberta,52,Finance and insurance,Chained (2017) dollars,13779500000.0
2018,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7367300000.0
2018,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,16720000000.0
2018,48,Alberta,44-45,Retail trade,Chained (2017) dollars,14186500000.0
2018,48,Alberta,41,Wholesale trade,Chained (2017) dollars,15046200000.0
2018,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,25937100000.0
2018,48,Alberta,23,Construction,Chained (2017) dollars,29503200000.0
2018,48,Alberta,22,Utilities,Chained (2017) dollars,4744400000.0
2018,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,60506400000.0
2018,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,6267000000.0
2018,48,Alberta,T001,All industries,Chained (2017) dollars,325837800000.0
2019,48,Alberta,44-45,Retail trade,Chained (2017) dollars,14327000000.0
2019,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,17611100000.0
2019,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7360700000.0
2019,48,Alberta,52,Finance and insurance,Chained (2017) dollars,13906800000.0
2019,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,38675900000.0
2019,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,16879200000.0
2019,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,848500000.0
2019,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,8377800000.0
2019,48,Alberta,61,Educational services,Chained (2017) dollars,13414900000.0
2019,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,20994000000.0
2019,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,2038800000.0
2019,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7352500000.0
2019,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6532800000.0
2019,48,Alberta,91,Public administration,Chained (2017) dollars,17283600000.0
2019,48,Alberta,41,Wholesale trade,Chained (2017) dollars,15497000000.0
2019,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,25863600000.0
2019,48,Alberta,23,Construction,Chained (2017) dollars,27535000000.0
2019,48,Alberta,22,Utilities,Chained (2017) dollars,4997600000.0
2019,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,60055200000.0
2019,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,6604600000.0
2019,48,Alberta,T001,All industries,Chained (2017) dollars,326213100000.0
2020,48,Alberta,T001,All industries,Chained (2017) dollars,300801400000.0
2020,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,7059400000.0
2020,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,53808300000.0
2020,48,Alberta,22,Utilities,Chained (2017) dollars,4782500000.0
2020,48,Alberta,23,Construction,Chained (2017) dollars,23724400000.0
2020,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,23413600000.0
2020,48,Alberta,41,Wholesale trade,Chained (2017) dollars,14516000000.0
2020,48,Alberta,44-45,Retail trade,Chained (2017) dollars,13761200000.0
2020,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,14476300000.0
2020,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7017400000.0
2020,48,Alberta,52,Finance and insurance,Chained (2017) dollars,13963700000.0
2020,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,38408300000.0
2020,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,16439500000.0
2020,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,606500000.0
2020,48,Alberta,91,Public administration,Chained (2017) dollars,17110000000.0
2020,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,5664300000.0
2020,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,5064700000.0
2020,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,1233400000.0
2020,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,19970600000.0
2020,48,Alberta,61,Educational services,Chained (2017) dollars,12688600000.0
2020,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,7023800000.0
2021,48,Alberta,61,Educational services,Chained (2017) dollars,12616600000.0
2021,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,21249800000.0
2021,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,1473700000.0
2021,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,5721100000.0
2021,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6209200000.0
2021,48,Alberta,91,Public administration,Chained (2017) dollars,17644400000.0
2021,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,7508100000.0
2021,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,420800000.0
2021,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,16986100000.0
2021,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,40101600000.0
2021,48,Alberta,52,Finance and insurance,Chained (2017) dollars,14519900000.0
2021,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7348000000.0
2021,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,15765300000.0
2021,48,Alberta,44-45,Retail trade,Chained (2017) dollars,14658500000.0
2021,48,Alberta,41,Wholesale trade,Chained (2017) dollars,15950800000.0
2021,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,24244700000.0
2021,48,Alberta,23,Construction,Chained (2017) dollars,26498700000.0
2021,48,Alberta,22,Utilities,Chained (2017) dollars,4962500000.0
2021,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,57954200000.0
2021,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,4803100000.0
2021,48,Alberta,T001,All industries,Chained (2017) dollars,316815700000.0
2022,48,Alberta,T001,All industries,Chained (2017) dollars,336275000000.0
2022,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,6783600000.0
2022,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,62411800000.0
2022,48,Alberta,22,Utilities,Chained (2017) dollars,5043300000.0
2022,48,Alberta,23,Construction,Chained (2017) dollars,28780000000.0
2022,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,24991600000.0
2022,48,Alberta,41,Wholesale trade,Chained (2017) dollars,17044200000.0
2022,48,Alberta,44-45,Retail trade,Chained (2017) dollars,14704300000.0
2022,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,17767500000.0
2022,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7499000000.0
2022,48,Alberta,52,Finance and insurance,Chained (2017) dollars,14811200000.0
2022,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,41043200000.0
2022,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,18226300000.0
2022,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,307100000.0
2022,48,Alberta,91,Public administration,Chained (2017) dollars,17620500000.0
2022,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6670800000.0
2022,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,6818200000.0
2022,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,2060200000.0
2022,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,22054700000.0
2022,48,Alberta,61,Educational services,Chained (2017) dollars,12867100000.0
2022,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,7791200000.0
2023,48,Alberta,91,Public administration,Chained (2017) dollars,18197400000.0
2023,48,Alberta,81,Other services (except public administration),Chained (2017) dollars,6859400000.0
2023,48,Alberta,72,Accommodation and food services,Chained (2017) dollars,7183800000.0
2023,48,Alberta,71,"Arts, entertainment and recreation",Chained (2017) dollars,2159000000.0
2023,48,Alberta,62,Health care and social assistance,Chained (2017) dollars,23073100000.0
2023,48,Alberta,61,Educational services,Chained (2017) dollars,13299500000.0
2023,48,Alberta,56,"Administrative and support, waste management and remediation services",Chained (2017) dollars,7866200000.0
2023,48,Alberta,55,Management of companies and enterprises,Chained (2017) dollars,199900000.0
2023,48,Alberta,54,"Professional, scientific and technical services",Chained (2017) dollars,19099800000.0
2023,48,Alberta,53,Real estate and rental and leasing,Chained (2017) dollars,41982800000.0
2023,48,Alberta,52,Finance and insurance,Chained (2017) dollars,15147600000.0
2023,48,Alberta,51,Information and cultural industries,Chained (2017) dollars,7745800000.0
2023,48,Alberta,48-49,Transportation and warehousing,Chained (2017) dollars,18774800000.0
2023,48,Alberta,44-45,Retail trade,Chained (2017) dollars,15382300000.0
2023,48,Alberta,41,Wholesale trade,Chained (2017) dollars,17412800000.0
2023,48,Alberta,31-33,Manufacturing,Chained (2017) dollars,25316900000.0
2023,48,Alberta,23,Construction,Chained (2017) dollars,27819300000.0
2023,48,Alberta,22,Utilities,Chained (2017) dollars,5055300000.0
2023,48,Alberta,21,"Mining, quarrying, and oil and gas extraction",Chained (2017) dollars,64406700000.0
2023,48,Alberta,11,"Agriculture, forestry, fishing and hunting",Chained (2017) dollars,5950700000.0
2023,48,Alberta,T001,All industries,Chained (2017) dollars,344149000000.0
